FID,roof,road,watr,conc,Veg,dry,irr,H,W
5452,0.472,0,0,0.4032,0.032,0.0928,0,4.72,15.84
5453,0.232,0,0,0.6688,0.0208,0.0784,0,2.32,23.04
5454,0,0,0,0.773846154,0.126153846,0.1,0,0,30
5455,0,0,0,0.715384615,0.012307692,0.272307692,0,0,30
5456,0,0,0,0.933431953,0.032544379,0.034023669,0,0,30
5457,0,0,0,0.696923077,0.026153846,0.276923077,0,0,30
5458,0,0,0,0.556923077,0.152307692,0.290769231,0,0,30
5459,0,0,0.053846154,0.326153846,0.056923077,0.563076923,0,0,30
5460,0,0,0.027692308,0,0.038461538,0.933846154,0,0,30
5461,0,0,0.119822485,0,0.207100592,0.673076923,0,0,30
5462,0,0,0.249230769,0,0.113846154,0.636923077,0,0,30
5463,0,0,0.453846154,0,0.426153846,0.12,0,0,30
5464,0,0,0.324615385,0,0.476923077,0.198461538,0,0,30
5465,0,0,0.526627219,0,0.24556213,0.227810651,0,0,30
5466,0,0,0.864615385,0,0.133846154,0.001538462,0,0,30
5467,0.62,0,0.043076923,0.004615385,0.096923077,0.233846154,0.001538462,2.852,11.4
5468,0.510769231,0,0,0.333846154,0.086153846,0.067692308,0.001538462,2.349538462,14.67692308
5469,0.641538462,0,0,0.252307692,0.043076923,0.063076923,0,2.951076923,10.75384615
5470,0.359467456,0,0,0.025147929,0.072485207,0.50295858,0.039940828,1.773372781,19.21597633
5471,0.381538462,0,0,0.021538462,0.176923077,0.416923077,0.003076923,1.771692308,18.55384615
5472,0.42,0,0,0.356923077,0.083076923,0.14,0,1.932,17.4
5473,0.752307692,0,0,0.181538462,0.030769231,0.035384615,0,3.460615385,7.430769231
5474,0.375384615,0,0,0.08,0.130769231,0.409230769,0.004615385,1.735076923,18.73846154
5475,0.00147929,0,0,0.681952663,0.00887574,0.304733728,0.00295858,0.006804734,29.9556213
5476,0,0,0,1,0,0,0,0,30
5477,0,0,0,1,0,0,0,0,30
5478,0,0,0,1,0,0,0,0,30
5479,0,0,0,1,0,0,0,0,30
5480,0,0,0,0.976331361,0.00887574,0.014792899,0,0,30
5481,0,0,0.216923077,0.2,0.030769231,0.552307692,0,0,30
5482,0,0,0.295384615,0,0.029230769,0.664615385,0.010769231,0,30
5483,0,0,0.833846154,0,0.007692308,0.156923077,0.001538462,0,30
5484,0,0,0.454142012,0,0.00591716,0.516272189,0.023668639,0,30
5485,0.329230769,0,0.053846154,0.198461538,0.173846154,0.226153846,0.018461538,1.514461538,20.12307692
5486,0.464615385,0,0,0.056923077,0.373846154,0.095384615,0.009230769,2.137230769,16.06153846
5487,0.461538462,0,0,0.024615385,0.364615385,0.126153846,0.023076923,2.123076923,16.15384615
5488,0.415384615,0,0,0.136923077,0.192307692,0.232307692,0.023076923,1.910769231,17.53846154
5489,0.557692308,0,0,0.071005917,0.295857988,0.075443787,0,2.565384615,13.26923077
5490,0.136923077,0,0,0.48,0.230769231,0.146153846,0.006153846,0.629846154,25.89230769
5491,0.589230769,0,0,0.216923077,0.115384615,0.078461538,0,2.710461538,12.32307692
5492,0.175384615,0,0,0.486153846,0.186153846,0.118461538,0.033846154,0.806769231,24.73846154
5493,0.549230769,0,0,0.210769231,0.126153846,0.110769231,0.003076923,2.526461538,13.52307692
5494,0.158284024,0,0,0.325443787,0.284023669,0.218934911,0.013313609,0.728106509,25.25147929
5495,0.229230769,0,0,0.352307692,0.366153846,0.044615385,0.007692308,1.054461538,23.12307692
5496,0.527692308,0,0,0.118461538,0.22,0.087692308,0.046153846,2.427384615,14.16923077
5497,0.247692308,0,0,0.455384615,0.161538462,0.129230769,0.006153846,1.139384615,22.56923077
5498,0.233846154,0,0,0.284615385,0.309230769,0.172307692,0,1.075692308,22.98461538
5499,0.196745562,0,0,0.369822485,0.310650888,0.122781065,0,0.905029586,24.09763314
5500,0.335384615,0,0,0.336923077,0.215384615,0.112307692,0,1.542769231,19.93846154
5501,0.027692308,0,0.010769231,0.138461538,0.255384615,0.466153846,0.101538462,0.127384615,29.16923077
5502,0,0,0.004615385,0.018461538,0.098461538,0.638461538,0.24,0,30
5503,0,0,0,0.01183432,0.076923077,0.612426036,0.298816568,0,30
5504,0,0,0.012307692,0.050769231,0.387692308,0.376923077,0.172307692,0,30
5505,0.04,0,0.003076923,0.144615385,0.358461538,0.241538462,0.212307692,0.184,28.8
5506,0.633846154,0,0,0.149230769,0.161538462,0.055384615,0,2.915692308,10.98461538
5507,0.62,0,0,0.132307692,0.132307692,0.115384615,0,2.852,11.4
5508,0.551775148,0,0,0.25443787,0.127218935,0.065088757,0.00147929,2.53816568,13.44674556
5509,0.250769231,0,0,0.289230769,0.16,0.264615385,0.035384615,1.153538462,22.47692308
5510,0,0,0.635384615,0.010769231,0.144615385,0.195384615,0.013846154,0,30
5511,0.018461538,0,0.581538462,0.026153846,0.138461538,0.173846154,0.061538462,0.084923077,29.44615385
5512,0,0,0.563076923,0.026153846,0.213846154,0.196923077,0,0,30
5513,0,0,0.542899408,0.013313609,0.137573964,0.267751479,0.038461538,0,30
5514,0,0,0.646153846,0.032307692,0.072307692,0.22,0.029230769,0,30
5515,0,0,0.758461538,0.007692308,0.089230769,0.144615385,0,0,30
5516,0.001538462,0,0.835384615,0.016923077,0.08,0.047692308,0.018461538,0.015384615,29.95384615
5517,0,0,0.107692308,0.355384615,0.173846154,0.336923077,0.026153846,0,30
5518,0.00147929,0,0.00591716,0.571005917,0.306213018,0.115384615,0,0.014792899,29.9556213
5519,0.038461538,0,0.064615385,0.155384615,0.58,0.153846154,0.007692308,0.384615385,28.84615385
5520,0.010769231,0,0.053846154,0.216923077,0.529230769,0.186153846,0.003076923,0.107692308,29.67692308
5521,0.052307692,0,0.044615385,0.332307692,0.403076923,0.073846154,0.093846154,0.523076923,28.43076923
5522,0.932307692,0,0,0.012307692,0.055384615,0,0,9.323076923,2.030769231
5523,0.838757396,0,0,0.094674556,0.053254438,0.013313609,0,8.387573964,4.837278107
5524,0.909230769,0,0.004615385,0.004615385,0.038461538,0.043076923,0,9.092307692,2.723076923
5525,0.038461538,0,0.012307692,0.004615385,0.084615385,0.527692308,0.332307692,0.384615385,28.84615385
5526,0,0,0.018461538,0.375384615,0.326153846,0.216923077,0.063076923,0,30
5527,0,0,0,0.560650888,0.321005917,0.096153846,0.022189349,0,30
5528,0,0,0.018461538,0.464615385,0.226153846,0.289230769,0.001538462,0,30
5529,0.032307692,0,0.012307692,0.430769231,0.358461538,0.073846154,0.092307692,0.323076923,29.03076923
5530,0.021538462,0,0.004615385,0.029230769,0.244615385,0.203076923,0.496923077,0.215384615,29.35384615
5531,0.035384615,0,0.02,0.044615385,0.06,0.806153846,0.033846154,0.353846154,28.93846154
5532,0.00295858,0,0.01035503,0.013313609,0.25887574,0.713017751,0.00147929,0.029585799,29.9112426
5533,0.010769231,0,0.070769231,0.024615385,0.427692308,0.410769231,0.055384615,0.107692308,29.67692308
5534,0.004615385,0,0.161538462,0.006153846,0.353846154,0.452307692,0.021538462,0.046153846,29.86153846
5535,0.02,0,0.036923077,0.023076923,0.196923077,0.721538462,0.001538462,0.2,29.4
5536,0.016923077,0,0.078461538,0.007692308,0.129230769,0.74,0.027692308,0.169230769,29.49230769
5537,0.00295858,0,0.01035503,0.026627219,0.121301775,0.829881657,0.00887574,0.029585799,29.9112426
5538,0,0,0,0,0,1,0,0,30
5539,0,0,0,0.006153846,0.004615385,0.989230769,0,0,30
5540,0,0,0.003076923,0.029230769,0.004615385,0.963076923,0,0,30
5541,0,0,0,0.012307692,0,0.987692308,0,0,30
5542,0,0,0,0.23964497,0.00739645,0.75295858,0,0,30
5543,0.016923077,0,0.003076923,0.567692308,0.127692308,0.156923077,0.127692308,0.169230769,29.49230769
5544,0.013846154,0,0.003076923,0.038461538,0.101538462,0.552307692,0.290769231,0.138461538,29.58461538
5545,0.001538462,0,0.010769231,0.04,0.016923077,0.930769231,0,0.015384615,29.95384615
5546,0.00443787,0,0.00591716,0.023668639,0.017751479,0.948224852,0,0.044378698,29.86686391
5547,0.004615385,0,0.023076923,0.024615385,0.056923077,0.890769231,0,0.046153846,29.86153846
5548,0.004615385,0,0.018461538,0.013846154,0.06,0.533846154,0.369230769,0.046153846,29.86153846
5549,0.023076923,0,0,0.018461538,0.050769231,0.816923077,0.090769231,0.230769231,29.30769231
5550,0.010769231,0,0.003076923,0.193846154,0.293846154,0.475384615,0.023076923,0.107692308,29.67692308
5551,0.029585799,0,0.00591716,0.230769231,0.671597633,0.048816568,0.013313609,0.295857988,29.11242604
5552,0.003076923,0,0,0.329230769,0.067692308,0.6,0,0.030769231,29.90769231
5553,0.072307692,0,0,0.709230769,0.047692308,0.170769231,0,0.723076923,27.83076923
5554,0.101538462,0,0,0.766153846,0.029230769,0.101538462,0.001538462,1.015384615,26.95384615
5555,0,0,0,0.8576,0.1152,0.0272,0,0,30
5556,0,0,0,0.7152,0.1232,0.1616,0,0,30
5557,0,0,0,0.883076923,0.016923077,0.1,0,0,30
5558,0,0,0,0.6704,0.0784,0.2512,0,0,30
5559,0,0,0,0.568,0.0544,0.3776,0,0,30
5560,0,0,0,0.6352,0.088,0.2768,0,0,30
5561,0,0,0.0096,0.0688,0.04,0.8816,0,0,30
5562,0,0,0.070769231,0,0.346153846,0.583076923,0,0,30
5563,0,0,0.2272,0,0.272,0.5008,0,0,30
5564,0,0,0.4944,0,0.4384,0.0672,0,0,30
5565,0,0,0.3024,0,0.4512,0.2464,0,0,30
5566,0,0,0.461538462,0,0.36,0.178461538,0,0,30
5567,0,0,0.6336,0,0.2928,0.0736,0,0,30
5568,0.048,0,0.0256,0.3952,0.1168,0.3872,0.0272,0.32448,28.56
5569,0.1536,0,0,0.5856,0.08,0.1488,0.032,0.74976,25.392
5570,0.1472,0,0.0032,0.4992,0.1808,0.1504,0.0192,0.79808,25.584
5571,0.127692308,0,0,0.392307692,0.189230769,0.212307692,0.078461538,0.670461538,26.16923077
5572,0.088,0,0,0.392,0.1184,0.392,0.0096,0.46528,27.36
5573,0.1328,0,0,0.4,0.1104,0.3056,0.0512,0.62816,26.016
5574,0.144,0,0,0.6416,0.0912,0.1232,0,0.6624,25.68
5575,0.8416,0,0,0.032,0.048,0.0784,0,3.87136,4.752
5576,0.269230769,0,0,0.092307692,0.08,0.552307692,0.006153846,1.238461538,21.92307692
5577,0,0,0,0.9136,0.0064,0.08,0,0,30
5578,0,0,0,1,0,0,0,0,30
5579,0,0,0,1,0,0,0,0,30
5580,0,0,0,1,0,0,0,0,30
5581,0,0,0,1,0,0,0,0,30
5582,0,0,0.016,0.8496,0.0176,0.1168,0,0,30
5583,0,0,0.312,0.0448,0.0336,0.6096,0,0,30
5584,0,0,0.3664,0,0.024,0.6048,0.0048,0,30
5585,0,0,0.647692308,0,0.023076923,0.266153846,0.063076923,0,30
5586,0.2992,0,0.1744,0.0752,0.1728,0.224,0.0544,1.37632,21.024
5587,0.4624,0,0,0.1632,0.176,0.1968,0.0016,2.12704,16.128
5588,0.6176,0,0,0.1456,0.1632,0.0736,0,2.84096,11.472
5589,0.3776,0,0,0.2608,0.1632,0.1984,0,1.73696,18.672
5590,0.296923077,0,0,0.250769231,0.235384615,0.209230769,0.007692308,1.365846154,21.09230769
5591,0.5488,0,0,0.1472,0.2416,0.0624,0,2.52448,13.536
5592,0.1984,0,0,0.5296,0.1008,0.1712,0,0.91264,24.048
5593,0.0768,0,0.0032,0.1152,0.1008,0.4976,0.2064,0.35328,27.696
5594,0,0,0,0.6288,0.2496,0.0944,0.0272,0,30
5595,0.016923077,0,0,0.333846154,0.281538462,0.301538462,0.066153846,0.077846154,29.49230769
5596,0.36,0,0,0.1936,0.3152,0.112,0.0192,1.656,19.2
5597,0.2816,0,0,0.256,0.3744,0.088,0,1.29536,21.552
5598,0.1344,0,0,0.3696,0.4208,0.0704,0.0048,0.61824,25.968
5599,0.456,0,0,0.1744,0.2752,0.0944,0,2.0976,16.32
5600,0.258461538,0,0,0.124615385,0.453846154,0.158461538,0.004615385,1.188923077,22.24615385
5601,0.5136,0,0,0.0416,0.328,0.1168,0,2.36256,14.592
5602,0.0608,0,0.0032,0.0992,0.1696,0.5952,0.072,0.27968,28.176
5603,0,0,0.0016,0.1696,0.3216,0.2592,0.248,0,30
5604,0,0,0,0.2,0.090769231,0.358461538,0.350769231,0,30
5605,0,0,0.0032,0.1424,0.3968,0.2912,0.1664,0,30
5606,0.016,0,0.0016,0.1216,0.3824,0.2768,0.2016,0.0736,29.52
5607,0.1824,0,0.0032,0.168,0.5376,0.032,0.0768,0.83904,24.528
5608,0.144,0,0,0.1536,0.5568,0.0624,0.0832,0.6624,25.68
5609,0.126153846,0,0,0.115384615,0.364615385,0.246153846,0.147692308,0.621846154,26.21538462
5610,0.0736,0,0.0208,0.36,0.248,0.264,0.0336,0.3904,27.792
5611,0.0064,0,0.592,0.0384,0.1568,0.1808,0.0256,0.064,29.808
5612,0,0,0.6576,0.152,0.1536,0.032,0.0048,0,30
5613,0,0,0.6288,0.2128,0.1504,0.008,0,0,30
5614,0,0,0.587692308,0.153846154,0.253846154,0.004615385,0,0,30
5615,0,0,0.5264,0.208,0.2448,0.0208,0,0,30
5616,0,0,0.136,0.52,0.2384,0.1056,0,0,30
5617,0.0128,0,0.0256,0.6768,0.2368,0.0432,0.0048,0.128,29.616
5618,0.0496,0,0.0016,0.352,0.2816,0.2144,0.1008,0.496,28.512
5619,0.081538462,0,0.069230769,0.204615385,0.581538462,0.052307692,0.010769231,0.815384615,27.55384615
5620,0.0128,0,0.0368,0.7456,0.1952,0.0064,0.0032,0.128,29.616
5621,0,0,0.0144,0.9536,0.0304,0.0016,0,0,30
5622,0,0,0.0384,0.6464,0.28,0.0352,0,0,30
5623,0.088,0,0.04,0.6448,0.224,0.0032,0,0.88,27.36
5624,0.127692308,0,0.036923077,0.623076923,0.207692308,0.004615385,0,1.276923077,26.16923077
5625,0.1808,0,0,0.6096,0.1648,0.0448,0,1.808,24.576
5626,0.008,0,0.0144,0.1952,0.2528,0.2576,0.272,0.08,29.76
5627,0.0048,0,0.0192,0.1792,0.2496,0.1824,0.3648,0.048,29.856
5628,0,0,0.053846154,0.244615385,0.284615385,0.261538462,0.155384615,0,30
5629,0.0032,0,0.016,0.4848,0.1984,0.2912,0.0064,0.032,29.904
5630,0.0704,0,0.0224,0.5408,0.2064,0.128,0.032,0.704,27.888
5631,0.0288,0,0,0.4096,0.0832,0.4752,0.0032,0.288,29.136
5632,0.0304,0,0.0096,0.5536,0.1456,0.2592,0.0016,0.304,29.088
5633,0,0,0.003076923,0.509230769,0.02,0.467692308,0,0,30
5634,0.0096,0,0.072,0.0144,0.3632,0.4432,0.0976,0.096,29.712
5635,0,0,0.096,0.0064,0.6256,0.2624,0.0096,0,30
5636,0.0048,0,0.0192,0.008,0.0832,0.8848,0,0.048,29.856
5637,0,0,0.064,0.024,0.1536,0.744,0.0144,0,30
5638,0.049230769,0,0.050769231,0.032307692,0.124615385,0.726153846,0.016923077,0.492307692,28.52307692
5639,0,0,0,0,0,1,0,0,30
5640,0,0,0.0032,0,0,0.9968,0,0,30
5641,0,0,0.0016,0.0176,0.0016,0.9792,0,0,30
5642,0,0,0,0,0,1,0,0,30
5643,0.041538462,0,0.003076923,0.193846154,0.026153846,0.735384615,0,0.415384615,28.75384615
5644,0.0016,0,0.0128,0.7616,0.0992,0.12,0.0048,0.016,29.952
5645,0.016,0,0.024,0.2144,0.1616,0.5232,0.0608,0.16,29.52
5646,0.0064,0,0.0432,0.0992,0.344,0.4896,0.0176,0.064,29.808
5647,0.004615385,0,0.036923077,0.047692308,0.295384615,0.604615385,0.010769231,0.046153846,29.86153846
5648,0.0032,0,0.0256,0.056,0.1136,0.7936,0.008,0.032,29.904
5649,0,0,0.0016,0.0144,0.0464,0.5888,0.3488,0,30
5650,0.0064,0,0,0.0736,0.04,0.6256,0.2544,0.064,29.808
5651,0.0144,0,0.0032,0.0672,0.0848,0.8224,0.008,0.144,29.568
5652,0.030769231,0,0.016923077,0.352307692,0.355384615,0.204615385,0.04,0.307692308,29.07692308
5653,0.0624,0,0.0032,0.3424,0.3728,0.208,0.0112,0.624,28.128
5654,0,0,0,0.5104,0.1328,0.3568,0,0,30
5655,0.0688,0,0.0032,0.4176,0.0432,0.4384,0.0288,0.688,27.936
5656,0,0,0,0.9104,0.0176,0.072,0,0,30
5657,0,0,0,0.7104,0.0432,0.2464,0,0,30
5658,0,0,0,0.889230769,0.015384615,0.095384615,0,0,30
5659,0,0,0,0.5728,0.1696,0.2576,0,0,30
5660,0,0,0,0.5776,0.0432,0.3792,0,0,30
5661,0,0,0,0.5616,0.2176,0.2208,0,0,30
5662,0,0,0.0032,0.4944,0.0144,0.488,0,0,30
5663,0,0,0.02,0,0.095384615,0.884615385,0,0,30
5664,0,0,0.3024,0,0.3456,0.352,0,0,30
5665,0,0,0.5232,0,0.3104,0.1664,0,0,30
5666,0,0,0.192,0,0.4656,0.3424,0,0,30
5667,0,0,0.335384615,0,0.470769231,0.193846154,0,0,30
5668,0,0,0.704,0,0.248,0.048,0,0,30
5669,0.2688,0,0.024,0.4512,0.0752,0.1808,0,1.23648,21.936
5670,0.8672,0,0,0,0.1088,0.0224,0.0016,3.98912,3.984
5671,0.7824,0,0,0.0224,0.1072,0.088,0,3.59904,6.528
5672,0.836923077,0,0,0.016923077,0.104615385,0.041538462,0,3.849846154,4.892307692
5673,0.6624,0,0,0.0128,0.1952,0.1296,0,3.04704,10.128
5674,0.7216,0,0,0.024,0.2208,0.032,0.0016,3.31936,8.352
5675,0.6272,0,0,0.1552,0.0992,0.1184,0,2.88512,11.184
5676,0.3696,0,0,0.4832,0.0704,0.0768,0,1.70016,18.912
5677,0.556923077,0,0,0.103076923,0.081538462,0.253846154,0.004615385,2.561846154,13.29230769
5678,0.0096,0,0,0.3392,0.0992,0.5392,0.0128,0.04416,29.712
5679,0,0,0,0.9952,0.0048,0,0,0,30
5680,0,0,0,1,0,0,0,0,30
5681,0,0,0,1,0,0,0,0,30
5682,0,0,0,1,0,0,0,0,30
5683,0,0,0,1,0,0,0,0,30
5684,0,0,0.096,0.5856,0.0192,0.2992,0,0,30
5685,0,0,0.3408,0,0.0736,0.5696,0.016,0,30
5686,0,0,0.655384615,0,0.007692308,0.323076923,0.013846154,0,30
5687,0,0,0.52,0.0352,0.0496,0.3456,0.0496,0,30
5688,0.0816,0,0.04,0.3024,0.1312,0.4032,0.0416,0.37536,27.552
5689,0.3824,0,0,0.1648,0.2864,0.1568,0.0096,1.75904,18.528
5690,0.2096,0,0,0.4,0.2896,0.0848,0.016,0.96416,23.712
5691,0.626153846,0,0,0.096923077,0.22,0.050769231,0.006153846,2.880307692,11.21538462
5692,0.4144,0,0,0.2,0.312,0.048,0.0256,1.90624,17.568
5693,0.2832,0,0,0.2608,0.1888,0.2656,0.0016,1.30272,21.504
5694,0,0,0,0.2336,0.0608,0.6464,0.0592,0,30
5695,0.1104,0,0,0.3312,0.2368,0.2896,0.032,0.50784,26.688
5696,0.389230769,0,0,0.204615385,0.306153846,0.063076923,0.036923077,1.790461538,18.32307692
5697,0.4736,0,0,0.3344,0.1632,0.0272,0.0016,2.17856,15.792
5698,0.456,0,0,0.3136,0.2,0.0304,0,2.0976,16.32
5699,0.1168,0,0,0.6176,0.1712,0.088,0.0064,0.53728,26.496
5700,0,0,0,0.4496,0.0928,0.4576,0,0,30
5701,0.087692308,0,0,0.363076923,0.12,0.429230769,0,0.403384615,27.36923077
5702,0.4288,0,0,0.4144,0.0944,0.0624,0,1.97248,17.136
5703,0.1248,0,0.0016,0.408,0.144,0.3104,0.0112,0.57408,26.256
5704,0,0,0,0.3296,0.3008,0.1584,0.2112,0,30
5705,0,0,0.003076923,0.356923077,0.183076923,0.292307692,0.164615385,0,30
5706,0,0,0.0208,0.3344,0.2576,0.336,0.0512,0,30
5707,0,0,0.0064,0.3616,0.136,0.4912,0.0048,0,30
5708,0,0,0,0.6656,0.1552,0.1712,0.008,0,30
5709,0,0,0,0.5408,0.2624,0.1856,0.0112,0,30
5710,0,0,0,0.353846154,0.253846154,0.323076923,0.069230769,0,30
5711,0.0464,0,0,0.768,0.1376,0.048,0,0.464,28.608
5712,0.3168,0,0,0.4864,0.04,0.1568,0,3.168,20.496
5713,0.2928,0,0,0.5648,0.0832,0.0592,0,2.928,21.216
5714,0.3376,0,0,0.5152,0.1376,0.0096,0,3.376,19.872
5715,0.416923077,0,0,0.54,0.032307692,0.010769231,0,4.169230769,17.49230769
5716,0.2864,0,0,0.6016,0.0912,0.0208,0,2.864,21.408
5717,0.1904,0,0,0.7536,0.0512,0.0016,0.0032,1.904,24.288
5718,0.104,0,0,0.5808,0.12,0.16,0.0352,1.04,26.88
5719,0.088,0,0,0.352,0.0784,0.24,0.2416,0.88,27.36
5720,0,0,0.015384615,0.627692308,0.118461538,0.238461538,0,0,30
5721,0,0,0.008,0.7248,0.0304,0.2368,0,0,30
5722,0,0,0,0.8704,0.0592,0.0704,0,0,30
5723,0,0,0.0128,0.7712,0.1184,0.0976,0,0,30
5724,0.0016,0,0.0096,0.8032,0.1456,0.0352,0.0048,0.016,29.952
5725,0.004615385,0,0.064615385,0.587692308,0.22,0.103076923,0.02,0.046153846,29.86153846
5726,0,0,0.0096,0.4736,0.416,0.0416,0.0592,0,30
5727,0.0016,0,0.0464,0.2832,0.2608,0.2736,0.1344,0.016,29.952
5728,0.024,0,0.0448,0.4176,0.3264,0.1872,0,0.24,29.28
5729,0.16,0,0.041538462,0.321538462,0.398461538,0.078461538,0,1.6,25.2
5730,0.0224,0,0.0192,0.6304,0.1648,0.1632,0,0.224,29.328
5731,0.0064,0,0.0064,0.5024,0.2768,0.1312,0.0768,0.064,29.808
5732,0,0,0.024,0.8192,0.112,0.0448,0,0,30
5733,0.0064,0,0.0064,0.7808,0.2016,0.0048,0,0.064,29.808
5734,0.055384615,0,0.013846154,0.670769231,0.184615385,0.072307692,0.003076923,0.553846154,28.33846154
5735,0.0064,0,0.0848,0.1664,0.3136,0.3904,0.0384,0.064,29.808
5736,0.0016,0,0.0496,0.0016,0.4528,0.4816,0.0128,0.016,29.952
5737,0,0,0.048,0.0048,0.0224,0.9232,0.0016,0,30
5738,0.0016,0,0.0256,0.0272,0.2256,0.6992,0.0208,0.016,29.952
5739,0,0,0.047692308,0,0.052307692,0.898461538,0.001538462,0,30
5740,0.0032,0,0.0784,0.0064,0.2608,0.6352,0.016,0.032,29.904
5741,0,0,0.0544,0.0032,0.2368,0.6992,0.0064,0,30
5742,0.0128,0,0.0128,0.0256,0.1792,0.7696,0,0.128,29.616
5743,0,0,0.0064,0.0832,0.0368,0.8736,0,0,30
5744,0,0,0,0.078461538,0.02,0.901538462,0,0,30
5745,0.0016,0,0.032,0.0768,0.1472,0.7408,0.0016,0.016,29.952
5746,0.0208,0,0.0144,0.1712,0.1728,0.6176,0.0032,0.208,29.376
5747,0.0352,0,0.064,0.0608,0.2368,0.5824,0.0208,0.352,28.944
5748,0.006153846,0,0.086153846,0.052307692,0.264615385,0.587692308,0.003076923,0.061538462,29.81538462
5749,0.0128,0,0.0224,0.1344,0.2912,0.4928,0.0464,0.128,29.616
5750,0.048,0,0.0064,0.2544,0.3232,0.2656,0.1024,0.48,28.56
5751,0.2288,0,0.0096,0.1456,0.5152,0.048,0.0528,2.288,23.136
5752,0.0912,0,0.0176,0.3312,0.3904,0.152,0.0176,0.912,27.264
5753,0.010769231,0,0.006153846,0.132307692,0.327692308,0.475384615,0.047692308,0.107692308,29.67692308
5754,0.0192,0,0.0464,0.08,0.3568,0.4672,0.0304,0.192,29.424
5755,0,0,0.0176,0.592,0.1568,0.2336,0,0,30
5756,0,0,0,0.4288,0.0928,0.4784,0,0,30
5757,0,0,0,0.848,0.048,0.1024,0.0016,0,30
5758,0,0,0,0.5344,0.0096,0.456,0,0,30
5759,0,0,0,0.641538462,0.092307692,0.266153846,0,0,30
5760,0,0,0.0112,0.5168,0.112,0.36,0,0,30
5761,0,0,0,0.3584,0.3232,0.3184,0,0,30
5762,0,0,0,0.7856,0.0496,0.1648,0,0,30
5763,0,0,0,0.6368,0.1008,0.2624,0,0,30
5764,0,0,0.049230769,0.223076923,0.161538462,0.566153846,0,0,30
5765,0,0,0.0976,0,0.2768,0.6256,0,0,30
5766,0,0,0.536,0,0.3184,0.1456,0,0,30
5767,0,0,0.2,0,0.4512,0.3488,0,0,30
5768,0,0,0.341538462,0,0.487692308,0.170769231,0,0,30
5769,0,0,0.5712,0,0.352,0.0768,0,0,30
5770,0.1488,0,0.0144,0.68,0.0528,0.1024,0.0016,0.68448,25.536
5771,0.3536,0,0,0.4304,0.0992,0.1168,0,1.62656,19.392
5772,0.4432,0,0,0.3872,0.0368,0.1328,0,2.03872,16.704
5773,0.54,0,0,0.298461538,0.073846154,0.087692308,0,2.484,13.8
5774,0.6464,0,0,0.2352,0.0352,0.0832,0,2.97344,10.608
5775,0.6688,0,0,0.1424,0.0864,0.1024,0,3.07648,9.936
5776,0.52,0,0,0.3136,0.0752,0.0912,0,2.392,14.4
5777,0.2816,0,0,0.6064,0.0384,0.0736,0,1.29536,21.552
5778,0.463076923,0,0,0.196923077,0.127692308,0.212307692,0,2.130153846,16.10769231
5779,0.3504,0,0,0.0352,0.2752,0.336,0.0032,1.61184,19.488
5780,0.0032,0,0,0.6048,0.096,0.2624,0.0336,0.01472,29.904
5781,0,0,0,1,0,0,0,0,30
5782,0,0,0,1,0,0,0,0,30
5783,0,0,0,1,0,0,0,0,30
5784,0,0,0,1,0,0,0,0,30
5785,0,0,0,0.9952,0,0.0048,0,0,30
5786,0,0,0.2304,0.2896,0.0368,0.4432,0,0,30
5787,0,0,0.323076923,0,0.02,0.64,0.016923077,0,30
5788,0,0,0.8288,0,0.008,0.1632,0,0,30
5789,0.1056,0,0.1552,0.2384,0.1824,0.2656,0.0528,0.48576,26.832
5790,0.5696,0,0,0.0432,0.2128,0.168,0.0064,2.62016,12.912
5791,0.64,0,0,0.088,0.1296,0.1424,0,2.944,10.8
5792,0.318461538,0,0,0.375384615,0.173846154,0.127692308,0.004615385,1.464923077,20.44615385
5793,0.6912,0,0,0.0624,0.1328,0.1136,0,3.17952,9.264
5794,0.272,0,0,0.3728,0.1072,0.2448,0.0032,1.2512,21.84
5795,0.208,0,0,0.4144,0.2112,0.1408,0.0256,0.9568,23.76
5796,0.5728,0,0,0.0384,0.232,0.1536,0.0032,2.63488,12.816
5797,0.638461538,0,0,0.02,0.223076923,0.118461538,0,2.936923077,10.84615385
5798,0.8672,0,0,0.008,0.0928,0.032,0,3.98912,3.984
5799,0.7504,0,0,0.0144,0.1296,0.1056,0,3.45184,7.488
5800,0.352,0,0,0.4608,0.1472,0.04,0,1.6192,19.44
5801,0,0,0,0.2512,0.152,0.5968,0,0,30
5802,0.08,0,0,0.275384615,0.133846154,0.510769231,0,0.368,27.6
5803,0.3728,0,0,0.3744,0.1456,0.1072,0,1.71488,18.816
5804,0.1104,0,0.0032,0.0896,0.224,0.5632,0.0096,0.50784,26.688
5805,0,0,0.0048,0.016,0.0288,0.5936,0.3568,0,30
5806,0,0,0.012307692,0.036923077,0.161538462,0.463076923,0.326153846,0,30
5807,0,0,0.0128,0.0672,0.288,0.5616,0.0704,0,30
5808,0,0,0,0.6336,0.0368,0.3296,0,0,30
5809,0.096,0,0,0.3936,0.072,0.424,0.0144,0.96,27.12
5810,0.0048,0,0,0.2272,0.12,0.6256,0.0224,0.048,29.856
5811,0,0,0.001538462,0.069230769,0.221538462,0.623076923,0.084615385,0,30
5812,0.0336,0,0,0.72,0.0624,0.176,0.008,0.336,28.992
5813,0.624,0,0,0.3664,0.0048,0.0048,0,6.24,11.28
